"","sample_id","cluster","M1_layer","MTG_layer_transfer"
"M1_SM-GE67V_S062_E1-50","SM-GE67V_S062_E1-50","Exc L5 THEMIS SLC22A18","L6","L5"
"M1_SM-GE67V_S065_E1-50","SM-GE67V_S065_E1-50","Exc L5 THEMIS SLC22A18","L6","L5"
"M1_SM-GE67V_S066_E1-50","SM-GE67V_S066_E1-50","Exc L5 THEMIS SLC22A18","L6","L5"
"M1_SM-GE67V_S067_E1-50","SM-GE67V_S067_E1-50","Exc L6 FEZF2 KLK7","L6","L5"
"M1_SM-GE67V_S069_E1-50","SM-GE67V_S069_E1-50","Exc L5-6 THEMIS SMYD1","L6","L5"
"M1_SM-GE67V_S070_E1-50","SM-GE67V_S070_E1-50","Exc L6 THEMIS SNTG2","L6","L6"
"M1_SM-GE67V_S071_E1-50","SM-GE67V_S071_E1-50","Exc L6 FEZF2 POGK","L6","L6"
"M1_SM-GE67V_S073_E1-50","SM-GE67V_S073_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L5"
"M1_SM-GE67V_S076_E1-50","SM-GE67V_S076_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L5"
"M1_SM-GE67V_S079_E1-50","SM-GE67V_S079_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L5"
"M1_SM-GE67V_S087_E1-50","SM-GE67V_S087_E1-50","Exc L5-6 THEMIS SMYD1","L6","L5"
"M1_SM-GE67V_S091_E1-50","SM-GE67V_S091_E1-50","Exc L5-6 FEZF2 FILIP1L","L6","L5"
"M1_SM-GE67V_S092_E1-50","SM-GE67V_S092_E1-50","Exc L6 FEZF2 KLK7","L6","L5"
"M1_SM-GE67V_S095_E1-50","SM-GE67V_S095_E1-50","Exc L5-6 THEMIS SMYD1","L6","L6"
"M1_SM-GE67V_S097_E1-50","SM-GE67V_S097_E1-50","Exc L3 THEMIS ENPEP","L5","L5"
"M1_SM-GE67V_S098_E1-50","SM-GE67V_S098_E1-50","Exc L3-5 RORB LNX2","L5","L4"
"M1_SM-GE67V_S099_E1-50","SM-GE67V_S099_E1-50","Exc L3-5 RORB LINC01202","L5","L4"
"M1_SM-GE67V_S100_E1-50","SM-GE67V_S100_E1-50","Exc L3-5 RORB LINC01202","L5","L4"
"M1_SM-GE67V_S101_E1-50","SM-GE67V_S101_E1-50","Exc L3-5 FEZF2 LINC01107","L5","L5"
"M1_SM-GE67V_S102_E1-50","SM-GE67V_S102_E1-50","Exc L3 LAMP5 CARM1P1","L5","L3"
"M1_SM-GE67V_S103_E1-50","SM-GE67V_S103_E1-50","Exc L3-5 RORB LINC01202","L5","L5"
"M1_SM-GE67V_S106_E1-50","SM-GE67V_S106_E1-50","Exc L3-5 RORB LNX2","L5","L4"
"M1_SM-GE67V_S107_E1-50","SM-GE67V_S107_E1-50","Exc L3-5 RORB LNX2","L5","L4"
"M1_SM-GE67V_S108_E1-50","SM-GE67V_S108_E1-50","Exc L3-5 RORB LNX2","L5","L4"
"M1_SM-GE67V_S109_E1-50","SM-GE67V_S109_E1-50","Exc L3-5 RORB RPRM","L5","L4"
"M1_SM-GE67V_S110_E1-50","SM-GE67V_S110_E1-50","Exc L3-5 RORB LAMA4","L5","L4"
"M1_SM-GE67V_S111_E1-50","SM-GE67V_S111_E1-50","Exc L3-5 RORB RPRM","L5","L5"
"M1_SM-GE67V_S114_E1-50","SM-GE67V_S114_E1-50","Exc L5 THEMIS SLC22A18","L5","L5"
"M1_SM-GE67V_S117_E1-50","SM-GE67V_S117_E1-50","Exc L5 THEMIS SLC22A18","L5","L4"
"M1_SM-GE67V_S118_E1-50","SM-GE67V_S118_E1-50","Exc L3-5 RORB LNX2","L5","L4"
"M1_SM-GE67V_S119_E1-50","SM-GE67V_S119_E1-50","Exc L2-3 RORB CCDC68","L5","L4"
"M1_SM-GE67V_S121_E1-50","SM-GE67V_S121_E1-50","Exc L5 FEZF2 NREP-AS1","L5","L5"
"M1_SM-GE67V_S122_E1-50","SM-GE67V_S122_E1-50","Exc L3-5 RORB LINC01202","L5","L5"
"M1_SM-GE67V_S123_E1-50","SM-GE67V_S123_E1-50","Exc L2-3 RORB PTPN3","L5","L4"
"M1_SM-GE67V_S126_E1-50","SM-GE67V_S126_E1-50","Exc L3-5 RORB LNX2","L5","L6"
"M1_SM-GE67V_S127_E1-50","SM-GE67V_S127_E1-50","Exc L3 RORB OTOGL","L5","L4"
"M1_SM-GE67V_S137_E1-50","SM-GE67V_S137_E1-50","Exc L3 RORB OTOGL","L5","L4"
"M1_SM-GE67V_S157_E1-50","SM-GE67V_S157_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L5","L6"
"M1_SM-GE67V_S162_E1-50","SM-GE67V_S162_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L6"
"M1_SM-GE67V_S163_E1-50","SM-GE67V_S163_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L6"
"M1_SM-GE67V_S165_E1-50","SM-GE67V_S165_E1-50","Exc L5-6 THEMIS SMYD1","L6","L5"
"M1_SM-GE67V_S166_E1-50","SM-GE67V_S166_E1-50","Exc L5-6 FEZF2 FILIP1L","L6","L5"
"M1_SM-GE67V_S175_E1-50","SM-GE67V_S175_E1-50","Exc L6 FEZF2 KLK7","L6","L5"
"M1_SM-GE67V_S179_E1-50","SM-GE67V_S179_E1-50","Exc L6 FEZF2 KLK7","L6","L5"
"M1_SM-GE67V_S182_E1-50","SM-GE67V_S182_E1-50","Exc L5-6 FEZF2 OR1L8","L6","L6"
"M1_SM-GE67V_S187_E1-50","SM-GE67V_S187_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L5"
"M1_SM-GE67V_S188_E1-50","SM-GE67V_S188_E1-50","Exc L5 FEZF2 PKD2L1","L6","L5"
"M1_SM-GE67V_S189_E1-50","SM-GE67V_S189_E1-50","Exc L5 FEZF2 PKD2L1","L6","L5"
"M1_SM-GE67V_S190_E1-50","SM-GE67V_S190_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L5"
"M1_SM-GE681_S117_E1-50","SM-GE681_S117_E1-50","Exc L5 THEMIS RGPD6","L5","L6"
"M1_SM-GE681_S177_E1-50","SM-GE681_S177_E1-50","Exc L3-5 FEZF2 ASGR2","L3","L5"
"M1_SM-GE681_S179_E1-50","SM-GE681_S179_E1-50","Exc L2-3 RORB CCDC68","L3","L3"
"M1_SM-GE681_S181_E1-50","SM-GE681_S181_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE681_S182_E1-50","SM-GE681_S182_E1-50","Exc L2-3 RORB CCDC68","L3","L3"
"M1_SM-GE681_S186_E1-50","SM-GE681_S186_E1-50","Exc L3 THEMIS ENPEP","L3","L3"
"M1_SM-GE681_S188_E1-50","SM-GE681_S188_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE681_S190_E1-50","SM-GE681_S190_E1-50","Exc L2-3 RORB RTKN2","L3","L3"
"M1_SM-GE681_S191_E1-50","SM-GE681_S191_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE683_S003_E1-50","SM-GE683_S003_E1-50","Exc L5 THEMIS RGPD6","L6","L5"
"M1_SM-GE683_S004_E1-50","SM-GE683_S004_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L5"
"M1_SM-GE683_S006_E1-50","SM-GE683_S006_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L5"
"M1_SM-GE683_S012_E1-50","SM-GE683_S012_E1-50","Exc L2-3 LINC00507 DSG3","L6","L3"
"M1_SM-GE683_S013_E1-50","SM-GE683_S013_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L5"
"M1_SM-GE8WN_S003_E1-50","SM-GE8WN_S003_E1-50","Exc L6 FEZF2 KLK7","L6","L6"
"M1_SM-GE8WN_S004_E1-50","SM-GE8WN_S004_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L5"
"M1_SM-GE8WN_S006_E1-50","SM-GE8WN_S006_E1-50","Exc L6 THEMIS SNTG2","L6","L6"
"M1_SM-GE8WN_S009_E1-50","SM-GE8WN_S009_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L5"
"M1_SM-GE8WN_S012_E1-50","SM-GE8WN_S012_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L5"
"M1_SM-GE8WN_S013_E1-50","SM-GE8WN_S013_E1-50","Exc L5 FEZF2 RNF144A-AS1","L6","L5"
"M1_SM-GE8WN_S015_E1-50","SM-GE8WN_S015_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L6"
"M1_SM-GE8WR_S160_E1-50","SM-GE8WR_S160_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE8WR_S177_E1-50","SM-GE8WR_S177_E1-50","Exc L5-6 THEMIS TNFAIP6","L5","L6"
"M1_SM-GE8WR_S178_E1-50","SM-GE8WR_S178_E1-50","Exc L5-6 THEMIS TNFAIP6","L5","L5"
"M1_SM-GE8WR_S179_E1-50","SM-GE8WR_S179_E1-50","Exc L5 THEMIS SLC22A18","L5","L5"
"M1_SM-GE8WR_S180_E1-50","SM-GE8WR_S180_E1-50","Exc L5-6 THEMIS TNFAIP6","L5","L6"
"M1_SM-GE8WR_S182_E1-50","SM-GE8WR_S182_E1-50","Exc L5-6 THEMIS SMYD1","L5","L5"
"M1_SM-GE8WU_S052_E1-50","SM-GE8WU_S052_E1-50","Exc L2 LINC00507 GLRA3","L5","L3"
"M1_SM-GE8WU_S053_E1-50","SM-GE8WU_S053_E1-50","Exc L3-5 RORB LAMA4","L5","L3"
"M1_SM-GE8WU_S054_E1-50","SM-GE8WU_S054_E1-50","Exc L6 THEMIS LINC00343","L5","L6"
"M1_SM-GE8WU_S058_E1-50","SM-GE8WU_S058_E1-50","Exc L3-5 RORB LNX2","L5","L5"
"M1_SM-GE8WU_S060_E1-50","SM-GE8WU_S060_E1-50","Exc L2-3 RORB CCDC68","L5","L3"
"M1_SM-GE8WU_S061_E1-50","SM-GE8WU_S061_E1-50","Exc L5-6 THEMIS TNFAIP6","L5","L6"
"M1_SM-GE8WU_S063_E1-50","SM-GE8WU_S063_E1-50","Exc L3-5 RORB RPRM","L5","L4"
"M1_SM-GE8WU_S065_E1-50","SM-GE8WU_S065_E1-50","Exc L5-6 THEMIS TNFAIP6","L5","L6"
"M1_SM-GE8WU_S066_E1-50","SM-GE8WU_S066_E1-50","Exc L3-5 RORB LNX2","L5","L5"
"M1_SM-GE8WU_S067_E1-50","SM-GE8WU_S067_E1-50","Exc L5-6 THEMIS SMYD1","L5","L6"
"M1_SM-GE8WU_S068_E1-50","SM-GE8WU_S068_E1-50","Exc L2-3 RORB CCDC68","L5","L3"
"M1_SM-GE8WU_S071_E1-50","SM-GE8WU_S071_E1-50","Exc L3-5 RORB RPRM","L5","L4"
"M1_SM-GE8WU_S074_E1-50","SM-GE8WU_S074_E1-50","Exc L3-5 RORB LNX2","L5","L4"
"M1_SM-GE8WU_S078_E1-50","SM-GE8WU_S078_E1-50","Exc L3-5 RORB RPRM","L5","L4"
"M1_SM-GE8WU_S079_E1-50","SM-GE8WU_S079_E1-50","Exc L3-5 RORB LNX2","L5","L4"
"M1_SM-GE8WU_S140_E1-50","SM-GE8WU_S140_E1-50","Exc L5-6 FEZF2 CFTR","L5","L5"
"M1_SM-GE8WU_S141_E1-50","SM-GE8WU_S141_E1-50","Exc L2 LINC00507 GLRA3","L5","L2"
"M1_SM-GE8WU_S142_E1-50","SM-GE8WU_S142_E1-50","Exc L3-5 RORB RPRM","L5","L4"
"M1_SM-GE8WU_S146_E1-50","SM-GE8WU_S146_E1-50","Exc L5 FEZF2 RNF144A-AS1","L5","L5"
"M1_SM-GE8WU_S147_E1-50","SM-GE8WU_S147_E1-50","Exc L2 LINC00507 GLRA3","L5","L3"
"M1_SM-GE8WU_S154_E1-50","SM-GE8WU_S154_E1-50","Exc L3-5 RORB RPRM","L6","L4"
"M1_SM-GE8WU_S156_E1-50","SM-GE8WU_S156_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE8WU_S157_E1-50","SM-GE8WU_S157_E1-50","Exc L5-6 THEMIS TNFAIP6","L6","L5"
"M1_SM-GE8WU_S158_E1-50","SM-GE8WU_S158_E1-50","Exc L3-5 RORB LNX2","L6","L4"
"M1_SM-GE8WU_S159_E1-50","SM-GE8WU_S159_E1-50","Exc L5 THEMIS FGF10","L6","L5"
"M1_SM-GE8WU_S164_E1-50","SM-GE8WU_S164_E1-50","Exc L3-5 RORB LNX2","L6","L4"
"M1_SM-GE8WU_S166_E1-50","SM-GE8WU_S166_E1-50","Exc L5-6 FEZF2 CFTR","L6","L5"
"M1_SM-GE8WU_S167_E1-50","SM-GE8WU_S167_E1-50","Exc L6 FEZF2 FFAR4","L6","L6"
"M1_SM-GE8WU_S169_E1-50","SM-GE8WU_S169_E1-50","Exc L3-5 RORB LINC01202","L6","L4"
"M1_SM-GE8WU_S170_E1-50","SM-GE8WU_S170_E1-50","Exc L5 RORB MED8","L6","L5"
"M1_SM-GE8WU_S171_E1-50","SM-GE8WU_S171_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE8WU_S174_E1-50","SM-GE8WU_S174_E1-50","Exc L5 THEMIS VILL","L6","L6"
"M1_SM-GE8WU_S175_E1-50","SM-GE8WU_S175_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE958_S025_E1-50","SM-GE958_S025_E1-50","Exc L3 THEMIS ENPEP","L3","L4"
"M1_SM-GE958_S026_E1-50","SM-GE958_S026_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE958_S027_E1-50","SM-GE958_S027_E1-50","Exc L2-3 RORB RTKN2","L3","L4"
"M1_SM-GE958_S031_E1-50","SM-GE958_S031_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE958_S039_E1-50","SM-GE958_S039_E1-50","Exc L2-3 RORB CCDC68","L3","L3"
"M1_SM-GE958_S046_E1-50","SM-GE958_S046_E1-50","Exc L6 FEZF2 KLK7","L5","L5"
"M1_SM-GE958_S049_E1-50","SM-GE958_S049_E1-50","Exc L2-3 RORB PTPN3","L5","L3"
"M1_SM-GE958_S050_E1-50","SM-GE958_S050_E1-50","Exc L3-5 RORB RPRM","L5","L4"
"M1_SM-GE958_S051_E1-50","SM-GE958_S051_E1-50","Exc L2 LINC00507 GLRA3","L5","L3"
"M1_SM-GE958_S053_E1-50","SM-GE958_S053_E1-50","Exc L5 FEZF2 NREP-AS1","L5","L5"
"M1_SM-GE958_S054_E1-50","SM-GE958_S054_E1-50","Exc L3-5 RORB RPRM","L5","L4"
"M1_SM-GE958_S059_E1-50","SM-GE958_S059_E1-50","Exc L2 LINC00507 GLRA3","L5","L3"
"M1_SM-GE958_S060_E1-50","SM-GE958_S060_E1-50","Exc L3-5 RORB RPRM","L5","L5"
"M1_SM-GE958_S061_E1-50","SM-GE958_S061_E1-50","Exc L5 FEZF2 NREP-AS1","L5","L5"
"M1_SM-GE958_S065_E1-50","SM-GE958_S065_E1-50","Exc L5-6 THEMIS SMYD1","L6","L6"
"M1_SM-GE958_S066_E1-50","SM-GE958_S066_E1-50","Exc L3-5 RORB LNX2","L6","L4"
"M1_SM-GE958_S069_E1-50","SM-GE958_S069_E1-50","Exc L5-6 THEMIS SMYD1","L6","L5"
"M1_SM-GE958_S070_E1-50","SM-GE958_S070_E1-50","Exc L3-5 RORB RPRM","L6","L4"
"M1_SM-GE958_S073_E1-50","SM-GE958_S073_E1-50","Exc L6 FEZF2 KLK7","L6","L5"
"M1_SM-GE958_S074_E1-50","SM-GE958_S074_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE958_S075_E1-50","SM-GE958_S075_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE958_S076_E1-50","SM-GE958_S076_E1-50","Exc L6 FEZF2 KLK7","L6","L5"
"M1_SM-GE958_S077_E1-50","SM-GE958_S077_E1-50","Exc L6 THEMIS SNTG2","L6","L6"
"M1_SM-GE958_S079_E1-50","SM-GE958_S079_E1-50","Exc L3-5 RORB LNX2","L6","L5"
"M1_SM-GE958_S082_E1-50","SM-GE958_S082_E1-50","Exc L5-6 THEMIS TNFAIP6","L6","L6"
"M1_SM-GE958_S084_E1-50","SM-GE958_S084_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE958_S085_E1-50","SM-GE958_S085_E1-50","Exc L6 THEMIS SLN","L6","L6"
"M1_SM-GE958_S089_E1-50","SM-GE958_S089_E1-50","Exc L6 FEZF2 KLK7","L6","L5"
"M1_SM-GE958_S091_E1-50","SM-GE958_S091_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE958_S092_E1-50","SM-GE958_S092_E1-50","Exc L6 FEZF2 PROKR2","L6","L6"
"M1_SM-GE958_S094_E1-50","SM-GE958_S094_E1-50","Exc L6 FEZF2 KLK7","L6","L5"
"M1_SM-GE958_S095_E1-50","SM-GE958_S095_E1-50","Exc L3-5 RORB LNX2","L6","L4"
"M1_SM-GE958_S114_E1-50","SM-GE958_S114_E1-50","Exc L2 LINC00507 GLRA3","L3","L2"
"M1_SM-GE958_S115_E1-50","SM-GE958_S115_E1-50","Exc L2-3 RORB RTKN2","L3","L3"
"M1_SM-GE958_S117_E1-50","SM-GE958_S117_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE958_S118_E1-50","SM-GE958_S118_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE958_S119_E1-50","SM-GE958_S119_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE958_S131_E1-50","SM-GE958_S131_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE958_S133_E1-50","SM-GE958_S133_E1-50","Exc L2 LINC00507 GLRA3","L3","L2"
"M1_SM-GE958_S134_E1-50","SM-GE958_S134_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE958_S135_E1-50","SM-GE958_S135_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE958_S137_E1-50","SM-GE958_S137_E1-50","Exc L3-5 RORB LINC01202","L5","L5"
"M1_SM-GE958_S142_E1-50","SM-GE958_S142_E1-50","Exc L2-3 RORB CCDC68","L5","L3"
"M1_SM-GE958_S149_E1-50","SM-GE958_S149_E1-50","Exc L5-6 FEZF2 IFNG-AS1","L5","L5"
"M1_SM-GE958_S150_E1-50","SM-GE958_S150_E1-50","Exc L3-5 RORB LNX2","L5","L4"
"M1_SM-GE958_S151_E1-50","SM-GE958_S151_E1-50","Exc L2-3 RORB PTPN3","L5","L3"
"M1_SM-GE958_S154_E1-50","SM-GE958_S154_E1-50","Exc L5-6 THEMIS TNFAIP6","L5","L6"
"M1_SM-GE958_S157_E1-50","SM-GE958_S157_E1-50","Exc L2-3 RORB CCDC68","L5","L3"
"M1_SM-GE958_S159_E1-50","SM-GE958_S159_E1-50","Exc L2 LINC00507 GLRA3","L5","L3"
"M1_SM-GE958_S161_E1-50","SM-GE958_S161_E1-50","Exc L3 THEMIS ENPEP","L5","L3"
"M1_SM-GE958_S162_E1-50","SM-GE958_S162_E1-50","Exc L3-5 RORB RPRM","L5","L4"
"M1_SM-GE958_S163_E1-50","SM-GE958_S163_E1-50","Exc L2-3 RORB PTPN3","L5","L3"
"M1_SM-GE958_S165_E1-50","SM-GE958_S165_E1-50","Exc L3-5 RORB LNX2","L5","L5"
"M1_SM-GE958_S166_E1-50","SM-GE958_S166_E1-50","Exc L2 LINC00507 GLRA3","L5","L3"
"M1_SM-GE958_S169_E1-50","SM-GE958_S169_E1-50","Exc L2 LINC00507 GLRA3","L5","L3"
"M1_SM-GE958_S172_E1-50","SM-GE958_S172_E1-50","Exc L3-5 RORB RPRM","L5","L4"
"M1_SM-GE958_S174_E1-50","SM-GE958_S174_E1-50","Exc L2 LINC00507 GLRA3","L5","L3"
"M1_SM-GE958_S175_E1-50","SM-GE958_S175_E1-50","Exc L3-5 RORB LNX2","L5","L4"
"M1_SM-GE958_S177_E1-50","SM-GE958_S177_E1-50","Exc L3-5 RORB LNX2","L6","L4"
"M1_SM-GE958_S181_E1-50","SM-GE958_S181_E1-50","Exc L5-6 THEMIS SMYD1","L6","L6"
"M1_SM-GE958_S182_E1-50","SM-GE958_S182_E1-50","Exc L5 RORB MED8","L6","L5"
"M1_SM-GE958_S185_E1-50","SM-GE958_S185_E1-50","Exc L5-6 THEMIS SMYD1","L6","L6"
"M1_SM-GE958_S189_E1-50","SM-GE958_S189_E1-50","Exc L5-6 THEMIS SMYD1","L6","L6"
"M1_SM-GE95A_S153_E1-50","SM-GE95A_S153_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE95A_S154_E1-50","SM-GE95A_S154_E1-50","Exc L2-3 RORB PTPN3","L2","L3"
"M1_SM-GE95A_S156_E1-50","SM-GE95A_S156_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE95A_S159_E1-50","SM-GE95A_S159_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE95A_S161_E1-50","SM-GE95A_S161_E1-50","Exc L3-5 RORB LNX2","L3","L4"
"M1_SM-GE95A_S163_E1-50","SM-GE95A_S163_E1-50","Exc L5 THEMIS SLC22A18","L3","L5"
"M1_SM-GE95A_S164_E1-50","SM-GE95A_S164_E1-50","Exc L2-3 RORB CCDC68","L3","L3"
"M1_SM-GE95A_S165_E1-50","SM-GE95A_S165_E1-50","Exc L3-5 RORB RPRM","L3","L4"
"M1_SM-GE95A_S166_E1-50","SM-GE95A_S166_E1-50","Exc L3-5 FEZF2 ASGR2","L3","L5"
"M1_SM-GE95A_S167_E1-50","SM-GE95A_S167_E1-50","Exc L3-5 RORB TNNT2","L3","L4"
"M1_SM-GE95A_S169_E1-50","SM-GE95A_S169_E1-50","Exc L5-6 THEMIS SMYD1","L5","L5"
"M1_SM-GE95A_S170_E1-50","SM-GE95A_S170_E1-50","Exc L5 THEMIS RGPD6","L5","L5"
"M1_SM-GE95A_S171_E1-50","SM-GE95A_S171_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L5","L6"
"M1_SM-GE95A_S172_E1-50","SM-GE95A_S172_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L5","L5"
"M1_SM-GE95A_S173_E1-50","SM-GE95A_S173_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L5","L6"
"M1_SM-GE95A_S174_E1-50","SM-GE95A_S174_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L5","L6"
"M1_SM-GE95A_S175_E1-50","SM-GE95A_S175_E1-50","Exc L5-6 FEZF2 SH2D1B","L5","L5"
"M1_SM-GE95A_S178_E1-50","SM-GE95A_S178_E1-50","Exc L6 THEMIS SNTG2","L6","L6"
"M1_SM-GE95A_S179_E1-50","SM-GE95A_S179_E1-50","Exc L6 THEMIS SNTG2","L6","L5"
"M1_SM-GE95A_S180_E1-50","SM-GE95A_S180_E1-50","Exc L6 THEMIS SLN","L6","L6"
"M1_SM-GE95A_S181_E1-50","SM-GE95A_S181_E1-50","Exc L6 FEZF2 POGK","L6","L6"
"M1_SM-GE95A_S182_E1-50","SM-GE95A_S182_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE95A_S183_E1-50","SM-GE95A_S183_E1-50","Exc L5-6 THEMIS SMYD1","L6","L5"
"M1_SM-GE95A_S185_E1-50","SM-GE95A_S185_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L6"
"M1_SM-GE95A_S186_E1-50","SM-GE95A_S186_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L6"
"M1_SM-GE95A_S187_E1-50","SM-GE95A_S187_E1-50","Exc L5-6 THEMIS SMYD1","L6","L5"
"M1_SM-GE95A_S188_E1-50","SM-GE95A_S188_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L6"
"M1_SM-GE95A_S189_E1-50","SM-GE95A_S189_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L6"
"M1_SM-GE95A_S190_E1-50","SM-GE95A_S190_E1-50","Exc L6 THEMIS SNTG2","L6","L6"
"M1_SM-GE95A_S191_E1-50","SM-GE95A_S191_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L6"
"M1_SM-GE95B_S001_E1-50","SM-GE95B_S001_E1-50","Exc L3-5 RORB LNX2","L5","L4"
"M1_SM-GE95B_S004_E1-50","SM-GE95B_S004_E1-50","Exc L3 RORB OTOGL","L5","L4"
"M1_SM-GE95B_S009_E1-50","SM-GE95B_S009_E1-50","Exc L3-5 RORB LNX2","L5","L4"
"M1_SM-GE95B_S010_E1-50","SM-GE95B_S010_E1-50","Exc L3-5 RORB LNX2","L5","L4"
"M1_SM-GE95B_S012_E1-50","SM-GE95B_S012_E1-50","Exc L3-5 RORB RPRM","L5","L4"
"M1_SM-GE95B_S015_E1-50","SM-GE95B_S015_E1-50","Exc L2 LINC00507 GLRA3","L5","L3"
"M1_SM-GE95B_S017_E1-50","SM-GE95B_S017_E1-50","Exc L6 FEZF2 KLK7","L6","L6"
"M1_SM-GE95B_S018_E1-50","SM-GE95B_S018_E1-50","Exc L5-6 FEZF2 LPO","L6","L5"
"M1_SM-GE95B_S019_E1-50","SM-GE95B_S019_E1-50","Exc L6 FEZF2 KLK7","L6","L5"
"M1_SM-GE95B_S021_E1-50","SM-GE95B_S021_E1-50","Exc L5-6 FEZF2 LPO","L6","L6"
"M1_SM-GE95B_S022_E1-50","SM-GE95B_S022_E1-50","Exc L3-5 RORB RPRM","L6","L4"
"M1_SM-GE95B_S023_E1-50","SM-GE95B_S023_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE95B_S027_E1-50","SM-GE95B_S027_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE95B_S028_E1-50","SM-GE95B_S028_E1-50","Exc L6 THEMIS SNTG2","L6","L6"
"M1_SM-GE95B_S029_E1-50","SM-GE95B_S029_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE95B_S030_E1-50","SM-GE95B_S030_E1-50","Exc L6 FEZF2 POGK","L6","L6"
"M1_SM-GE95B_S031_E1-50","SM-GE95B_S031_E1-50","Exc L3-5 RORB LNX2","L6","L4"
"M1_SM-GE95B_S037_E1-50","SM-GE95B_S037_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE95B_S038_E1-50","SM-GE95B_S038_E1-50","Exc L5-6 THEMIS SMYD1","L6","L6"
"M1_SM-GE95B_S043_E1-50","SM-GE95B_S043_E1-50","Exc L3 THEMIS ENPEP","L6","L4"
"M1_SM-GE95B_S044_E1-50","SM-GE95B_S044_E1-50","Exc L5 THEMIS RGPD6","L6","L6"
"M1_SM-GE95B_S045_E1-50","SM-GE95B_S045_E1-50","Exc L5-6 THEMIS SMYD1","L6","L6"
"M1_SM-GE95B_S049_E1-50","SM-GE95B_S049_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE95B_S053_E1-50","SM-GE95B_S053_E1-50","Exc L5 THEMIS RGPD6","L6","L6"
"M1_SM-GE95B_S054_E1-50","SM-GE95B_S054_E1-50","Exc L5-6 THEMIS SMYD1","L6","L6"
"M1_SM-GE95B_S055_E1-50","SM-GE95B_S055_E1-50","Exc L5-6 FEZF2 OR1L8","L6","L6"
"M1_SM-GE95B_S060_E1-50","SM-GE95B_S060_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
